Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1546480,11/11/2019,Pennsylvania,Philadelphia,5700 block of Haddington Ln,1,0,N/A
1540873,11/2/2019,Texas,Cedar Hill,900 block of S Highland Dr,1,0,N/A
1539761,11/1/2019,Texas,Houston,6414 Skyview Dr,1,0,N/A
1533610,10/23/2019,Indiana,Mooresville,2749 E CR-800 S,1,0,N/A
1528713,10/17/2019,Indiana,Mooresville,E Centenary Rd and N Kitchen Rd,1,0,N/A
1520107,10/5/2019,Alabama,Friendship,N/A,1,0,N/A
1521125,10/5/2019,South Carolina,Hanahan,5800 block of Robinson St,1,0,N/A
1511907,9/24/2019,Missouri,Kansas City (Gladstone),41 NE 60th Terrace,1,0,N/A
1504579,9/15/2019,Texas,Arlington,1409 Cloyne Dr,1,1,N/A
1504619,9/15/2019,Texas,Fort Worth,7700 block of Greengage Dr,1,0,N/A
1502475,9/12/2019,Missouri,Saint Louis,9605 Jacobi Ave,1,0,N/A
1495103,9/1/2019,Alabama,Geneva,E Latimer Ave,1,0,N/A
1487550,8/24/2019,Florida,Daytona Beach,212 S Keech St,1,0,N/A
1483899,8/20/2019,Pennsylvania,York,258 E Philadelphia St,1,0,N/A
1482469,8/17/2019,Oklahoma,Clinton,14th St and Dunn Ave,1,0,N/A
1481415,8/16/2019,Alabama,Montgomery,Coronet Drive,1,0,N/A
1479992,8/14/2019,West Virginia,Nitro,1324 Main Ave,1,0,N/A
1479182,8/14/2019,Texas,Dallas,3535 Munger Ave,1,0,N/A
1465898,8/2/2019,Virginia,Colonial Heights,100 block of Bruce Ave,1,0,N/A
1465536,8/1/2019,Montana,Toston,Crow Creek Rd,1,0,N/A
1464941,7/30/2019,Arizona,Tucson,4700 block of Linden Street,1,0,N/A
1462854,7/30/2019,Arizona,Tucson,4700 block of E Linden St,1,0,N/A
1461110,7/28/2019,Illinois,Chicago,9600 block of S Escanaba Ave,1,0,N/A
1437037,6/30/2019,Louisiana,Lafayette,100 block of Northern Ave,1,0,N/A
1434639,6/28/2019,Louisiana,Shreveport,3800 block of Elmer Ln,1,0,N/A
1430164,6/24/2019,Tennessee,Memphis,3670 Pershing Park Dr,1,0,N/A
1429406,6/23/2019,Mississippi,Jackson,Ginger Dr,1,0,N/A
1428280,6/21/2019,Texas,Katy,28200 block of S Firethorne Rd,1,0,N/A
1427218,6/20/2019,South Carolina,Greenville,Dronfield Dr,1,0,N/A
1429770,6/18/2019,Wisconsin,Milwaukee,N 45th St and W Concordia Ave,1,0,N/A
1424395,6/17/2019,Wisconsin,Kenosha,2000 block of 60th St,1,0,N/A
1421241,6/12/2019,Georgia,Gray,N/A,1,0,N/A
1419431,6/10/2019,South Carolina,North Charleston,2800 block of Ranger Drive,1,0,N/A
1418818,6/9/2019,Idaho,Montpelier,US Hwy 30,1,0,N/A
1405954,5/26/2019,Virginia,Richmond,2813 Bainbridge St,1,2,N/A
1404771,5/25/2019,Tennessee,Memphis,2900 block of Clearbrook St,1,0,N/A
1405012,5/25/2019,Louisiana,Baton Rouge,3766 Lanier Dr,1,0,N/A
1398159,5/17/2019,Missouri,Kansas City,11300 block of Calico Dr,1,0,N/A
1398153,5/17/2019,Arkansas,Little Rock,2123 Labette Manor,1,0,N/A
1398927,5/16/2019,Oklahoma,Calera,1193 Sterret Rd,1,0,N/A
1393162,5/12/2019,Ohio,Toledo,1121 Joyce Lane,1,0,N/A
1395097,5/11/2019,Tennessee,Jackson,164 Allen Ave,1,0,N/A
1385486,5/2/2019,Texas,Lufkin,N/A,1,0,N/A
1376917,4/20/2019,Ohio,Cleveland,14210 Rexwood Ave,1,0,N/A
1370249,4/13/2019,Alabama,Birmingham (Vestavia Hills),500 Old Town Rd,1,1,N/A
1366615,4/8/2019,Georgia,Dallas,158 Laurelcrest Ln,1,0,N/A
1354026,3/22/2019,North Carolina,Fayetteville,3100 Cricket Rd,1,0,N/A
1348185,3/16/2019,Florida,Miami Gardens,21200 block of NW 27th Ct,1,0,N/A
1333774,2/23/2019,South Carolina,North Charleston,2800 block of O'Brien St,1,0,N/A
1326968,2/13/2019,Louisiana,Marrero,2000 block of Rue Racine,1,0,N/A
1323697,2/9/2019,Mississippi,Saucier,Riceville Rd and McHenry Rd,2,0,N/A
1318461,2/3/2019,Georgia,Harlem,1407 Country Woods Ln,1,0,N/A
1308241,1/21/2019,Virginia,Hanover (Mangohick),100 block of Robin Ln,1,0,N/A
1307368,1/21/2019,Kansas,Wichita,2201 E MacArthur Rd,1,0,N/A
1308718,1/19/2019,Texas,Temple,4700 block of Midway Dr,2,0,N/A
1302992,1/16/2019,Texas,Houston,4000 W 34th St,1,0,N/A
1301688,1/13/2019,Alabama,Orrville,N/A,1,0,N/A
1299668,1/12/2019,Louisiana,New Orleans,6780 Bundy Rd,1,0,N/A
1286417,12/26/2018,Florida,Lake City,200 block of SE Anastasia St,1,0,N/A
1278778,12/14/2018,Missouri,Florissant,13 Holly Ln,1,0,N/A
1277170,12/14/2018,Michigan,Roseville,16415 Dort St,1,0,N/A
1266173,11/29/2018,Indiana,Lebanon,300 block of N Park St,1,0,N/A
1264802,11/24/2018,Oregon,Harrisburg,N/A,1,0,N/A
1260953,11/22/2018,Georgia,Savannah,900 block of E 35th St,1,0,N/A
1258320,11/18/2018,Texas,Dallas,9600 block of Beckleycrest Ave,1,0,N/A
1259582,11/17/2018,Arkansas,Lamar,Cabin Creek Ave,1,0,N/A
1256271,11/15/2018,Georgia,Jonesboro,300 block of Blackhawk Tr,1,0,N/A
1256230,11/14/2018,Alabama,Collegeville,31st St N,1,0,N/A
1251637,11/8/2018,Arkansas,Camden,1516 Copeland St,1,0,N/A
1248514,11/6/2018,Missouri,Clinton,500 block of South 11 St. Terrace,1,0,N/A
1247546,11/4/2018,Alabama,Prattville,100 block of Laurel Hill Drive,1,0,N/A
1247542,11/4/2018,Oregon,Baker City,Birch St,1,0,N/A
1245249,10/21/2018,Colorado,Colorado Springs,1500 block of Hartford St,1,0,N/A
1238134,10/21/2018,Tennessee,Saint Joseph,3825 US-43,1,0,N/A
1228092,10/8/2018,Virginia,Henrico (Highland Springs),203 S Holly Ave,1,0,N/A
1228329,10/6/2018,Georgia,Lavonia (Gumlog),Rue Fleur de lis,1,0,N/A
1226148,10/5/2018,Ohio,Cincinnati (Mount Healthy),7840 Clovernook Avenue,1,0,N/A
1226144,9/30/2018,Tennessee,Memphis,800 block of N Highland St,1,1,N/A
1219905,9/27/2018,Texas,Rusk,FM 1209,1,0,N/A
1217275,9/24/2018,South Carolina,Warrenville,1100 block of Oxpens Rd,1,0,N/A
1215761,9/22/2018,Arkansas,Little Rock,5207 Wycliffe Dr,1,0,N/A
1211994,9/17/2018,Louisiana,Livingston,18000 block of Murphy Estate Ln,1,0,N/A
1203498,9/4/2018,Kentucky,Smiths Grove,223 Buck Creek Rd,1,0,N/A
1203994,9/4/2018,Indiana,Gary,1700 block of Polk St,1,0,N/A
1200408,8/31/2018,Kentucky,Totz,63 Totz Loop,1,0,N/A
1200749,8/28/2018,Maryland,Halethorpe (Lansdowne),3100 block of Bero Rd,1,0,N/A
1197105,8/26/2018,Illinois,Kankakee,N/A,1,0,N/A
1189258,8/17/2018,Louisiana,West Monroe,Philpot Rd,1,0,N/A
1187669,8/15/2018,Kentucky,Louisville,1708 S 32nd St,1,0,N/A
1182592,8/8/2018,Tennessee,La Follette (LaFollette),2221 Jacksboro Pike,1,0,N/A
1182786,8/4/2018,Tennessee,Big Rock,400 block of Highway 120,1,0,N/A
1173707,7/27/2018,Alaska,Anchorage,900 block of Chugach Way,1,0,N/A
1171496,7/24/2018,Maine,Oakland,19 Church St,1,0,N/A
1167931,7/20/2018,California,San Bernardino (Muscoy),2700 block of Duffy St,1,0,N/A
1163406,7/13/2018,Indiana,Salem,5000 block of S PD Baker Rd,1,0,N/A
1161078,7/10/2018,Texas,Hockley,31703 Dunham Lake Dr,1,0,N/A
1159278,7/8/2018,Texas,Houston,8405 Knox St,1,0,N/A
1158586,7/7/2018,Georgia,Augusta,3100 block of Skinner Mill Rd,1,0,N/A
1159025,7/7/2018,California,Fresno,382 W Audubon Drive,1,0,N/A
1157671,7/5/2018,Louisiana,Chalmette,500 block of Pierre St,1,0,N/A
1155641,7/2/2018,Missouri,Hartville,Abrams Rd,1,0,N/A
1150235,6/26/2018,Missouri,Monett,500 block of Pleasant Dr,1,0,N/A
1148883,6/23/2018,Louisiana,Oakdale,Prater St,1,0,N/A
1139610,6/12/2018,Missouri,Saint Joseph,1909 S 12th St,1,0,N/A
1135299,6/7/2018,Mississippi,Greenville,N/A,1,0,N/A
1133961,6/5/2018,Kentucky,Elizabethtown,43 West Airview Dr,1,0,N/A
1133365,6/4/2018,Ohio,Dayton,2500 block of Wheeler Ave,1,0,N/A
1129050,5/30/2018,Nevada,Las Vegas,3975 North Nellis Blvd,1,0,N/A
1126217,5/26/2018,Utah,Salt Lake City (West Valley City),2700 S Fair Isle Ln,1,0,N/A
1122852,5/22/2018,Virginia,Louisa,Bakers Branch Rd,1,0,N/A
1122946,5/22/2018,Virginia,Roanoke,3441 Bennett Dr,1,0,N/A
1117434,5/16/2018,Minnesota,Minneapolis (Plymouth),6000 block of Shenandoah Ln,1,0,N/A
1110096,5/7/2018,Virginia,Richmond,200 block of N Laburnum Ave,1,0,N/A
1108431,5/4/2018,South Carolina,Walterboro,Robinson Rd,1,0,N/A
1096402,4/20/2018,Ohio,Wickliffe,28611 Euclid Avenue,1,0,N/A
1092432,4/15/2018,Indiana,Fort Wayne,2700 block of Chestnut St,1,1,N/A
1081894,3/31/2018,Missouri,Saint Louis,3100 block of California Ave,1,0,N/A
1081623,3/25/2018,Alaska,Barrow (Utqiagvik),N/A,1,0,N/A
1075597,3/21/2018,Texas,Martinsville,TX 7,1,0,N/A
1068073,3/12/2018,Alabama,Mobile,8070 Domain St,1,0,N/A
1068059,3/12/2018,Louisiana,Lake Providence,300 Church Street,1,0,N/A
1068710,3/12/2018,Alabama,Huntsville,2120 Sparkman Dr NW,1,1,N/A
1066577,3/10/2018,Wisconsin,Milwaukee,4500 block of N 38th St,1,0,N/A
1062802,3/2/2018,Colorado,Arboles,N/A,1,0,N/A
1053272,2/20/2018,Alabama,Moulton,Pinhook Rd,1,0,N/A
1045450,2/8/2018,Alabama,Talladega,N/A,1,0,N/A
1037937,1/28/2018,Texas,Houston,1400 block of W Gulf Bank Rd,1,0,N/A
1037226,1/27/2018,Texas,Texas City,2800 block of Lynn Cir,1,0,N/A
1036936,1/26/2018,Florida,Marianna,Townhouse Rd,1,0,N/A
1035148,1/24/2018,Texas,Fort Worth,3900 block of Lawnwood St,1,0,N/A
1031762,1/20/2018,California,Compton,2876 W Alondra Blvd,1,0,N/A
1018902,1/1/2018,Alabama,Bessemer (Concord),6400 block of William Dr,1,0,N/A
1015791,12/28/2017,Alabama,Brierfield,12772 Montevallo Rd,1,0,N/A
1013165,12/22/2017,Maryland,Aquasco,15500 block of Saint Phillips Rd,1,0,N/A
1005355,12/10/2017,Utah,Roosevelt (Ballard),N/A,1,0,N/A
1002553,12/6/2017,Michigan,Detroit,11000 block of Rossiter,1,0,N/A
1001469,12/5/2017,Alaska,Anchorage,5700 block of Rocky Mountain Ct,1,0,N/A
1007196,11/18/2017,Texas,Concepcion,9000 block of CR 245,1,0,N/A
985018,11/10/2017,Tennessee,Memphis,3527 S Mendenhall Rd,1,0,N/A
984476,11/9/2017,Pennsylvania,Philadelphia,200 block of W Godfrey,1,0,N/A
979099,11/2/2017,Louisiana,Arnaudville,1000 block of Kennedy Drive,1,0,N/A
964421,10/20/2017,New York,Rochester,Walnut St,1,0,N/A
962272,10/17/2017,South Carolina,Warrenville,Beckham Rd,1,0,N/A
958930,10/14/2017,Illinois,Decatur,1400 block of E Wellington Way,1,0,N/A
955372,10/8/2017,North Carolina,Elizabeth City,S Desert Rd,1,0,N/A
955387,10/6/2017,Arkansas,Helena,300 block of Dinan St,1,0,N/A
950769,10/3/2017,Florida,Orlando,222 Neighborhood Market Rd,1,0,N/A
951109,10/2/2017,Mississippi,Falkner,N/A,1,0,N/A
946160,10/1/2017,Georgia,Augusta,2300 Block of Barton Chapel Rd,1,0,N/A
950568,10/1/2017,South Carolina,Bowman,N/A,1,0,N/A
946162,9/30/2017,Texas,Cleveland (Plum Grove),CR 3560,1,0,N/A
945681,9/28/2017,Texas,Tornillo,19000 block of Highland,1,0,N/A
944278,9/28/2017,Ohio,Cleveland (Parma),6600 block of Brownfield Dr,1,0,N/A
940196,9/23/2017,Missouri,Saint Louis,5400 block of Arlington Ave,1,0,N/A
940191,9/23/2017,Missouri,Salem,CR 621,1,0,N/A
939451,9/22/2017,Kansas,Lawrence,606 N Michigan St,1,0,N/A
933616,9/15/2017,South Carolina,Hartsville,Folly Rd,1,0,N/A
938221,9/14/2017,Florida,Tampa,N/A,1,0,N/A
930433,9/10/2017,Ohio,Madison,3800 block of Wade Rd,1,0,N/A
928127,9/6/2017,South Carolina,Columbia,2400 block of Truax Ln,2,0,N/A
926101,9/3/2017,Mississippi,Horn Lake,Carroll Cove West,1,0,N/A
925955,9/2/2017,Texas,Haltom City,3500 block of Parker Rd E,1,0,N/A
924438,8/30/2017,Mississippi,Cleveland,1700 block of South Chrisman Avenue,1,0,N/A
922726,8/28/2017,Maine,Scarborough,17 Milliken St,1,0,N/A
922006,8/28/2017,Texas,Scurry,9500 block of Timber Trail,1,0,N/A
917373,8/21/2017,New York,Syracuse,107 Hartson St,1,0,N/A
917003,8/20/2017,Tennessee,Memphis,1000 block of Parkland Road,1,0,N/A
917297,8/20/2017,Missouri,Saint Joseph,2600 Mary St,1,0,N/A
916765,8/19/2017,Tennessee,Memphis,1400 block of Hickory Way,1,0,N/A
915868,8/16/2017,Alaska,Togiak,N/A,1,0,N/A
909511,8/9/2017,Pennsylvania,West Mifflin,108 Dover Ln,1,0,N/A
909203,8/8/2017,Wisconsin,Loganville,Highway 23,1,0,N/A
907522,8/6/2017,Missouri,Kansas City,9600 block of Lydia Avenue,1,0,N/A
906890,8/5/2017,Indiana,Crown Point,7700 block of E 120th Ave,1,0,N/A
906573,8/4/2017,Mississippi,Gulfport,3600 block of Sabine Street,1,0,N/A
903654,8/1/2017,Nevada,Las Vegas,9500 block of Chandler Springs Ave,1,0,N/A
903883,8/1/2017,Montana,Helena,246 Hope Road,1,0,N/A
902444,7/31/2017,Kentucky,Louisville,6509 Huff Lane,1,0,N/A
902866,7/31/2017,South Carolina,Lancaster,509 E Dunlap St,1,0,N/A
901872,7/30/2017,Florida,Tampa,1020 E Hannah Ave,1,0,N/A
902860,7/29/2017,Missouri,Miller,N/A,1,0,N/A
896934,7/23/2017,Missouri,Saint Louis,1400 block of Kealty Ln,1,0,N/A
888541,7/12/2017,Wisconsin,Racine,1800 block of Howe St,1,0,N/A
882610,7/4/2017,Mississippi,Louisville,4000 block of Highpoint Weir Road,1,0,N/A
882382,7/4/2017,Georgia,Atlanta,2591 Etheridge Dr NW,1,0,N/A
880308,7/1/2017,Mississippi,Jackson,3720 Cromwell Street,1,0,N/A
881463,7/1/2017,Georgia,Cordele,Culpepper Rd,1,0,N/A
876396,6/26/2017,Alabama,Montgomery,1714 Coral Ln,1,1,N/A
876460,6/26/2017,Indiana,Indianapolis,7100 block of Warrior Trail,1,0,N/A
885192,6/25/2017,Arkansas,El Dorado,N/A,1,0,N/A
871480,6/20/2017,Michigan,Clinton,24204 Lotus Dr,1,0,N/A
872986,6/20/2017,Arkansas,Danville,Belleville Ridge Road,1,0,N/A
870623,6/18/2017,Pennsylvania,Saylorsburg,500 block of Ash Lane,1,0,N/A
868760,6/16/2017,South Carolina,Spartanburg,Whitener Avenue,1,0,N/A
864644,6/10/2017,Indiana,Hobart,100 block of E 10th Ave,1,0,N/A
867772,6/8/2017,Mississippi,Monticello,88 Mt Olive Rd,1,0,N/A
861353,6/6/2017,Tennessee,Nashville,766 Lewis Street,1,0,N/A
858937,6/3/2017,Pennsylvania,Chester,2902 Bethel Road,1,0,N/A
860513,5/26/2017,Arkansas,West Helena,257 N Baringo St,1,0,N/A
848870,5/21/2017,Kentucky,Louisville,2100 block of W Madison St,1,0,N/A
849202,5/20/2017,Illinois,Des Plaines,2106 David Drive,1,0,N/A
844783,5/15/2017,Virginia,Locust Grove,10438 Cecelia Lane,1,0,N/A
846172,5/15/2017,Virginia,Locust Grove,Mine Run Rd,1,0,N/A
841957,5/12/2017,South Carolina,Starr,500 block of  Agnew Road,1,0,N/A
840898,5/11/2017,Indiana,East Chicago,3500 block of Guthrie St,1,0,N/A
840781,5/10/2017,Georgia,Winder,2500 block of Avalon Cir,1,0,N/A
832658,4/30/2017,Virginia,Henrico,1600 block of Henrico Arms Place,1,0,N/A
832193,4/30/2017,Florida,Jacksonville,Willow Branch Avenue,1,0,N/A
827611,4/23/2017,Mississippi,Vicksburg,2004 Ford St,1,0,N/A
818990,4/13/2017,Texas,Katy,21323 Finbury Oaks Lane,1,0,N/A
814815,4/7/2017,Illinois,Pekin,1802 Victoria Drive,1,0,N/A
809917,4/2/2017,Texas,Corpus Christi,1000 block of Vaky St,1,0,N/A
804472,3/26/2017,Oklahoma,Ochelata,North 3950 Road,1,0,N/A
803063,3/25/2017,North Carolina,High Point,1301 Filbert Place,1,0,N/A
801668,3/23/2017,Texas,Whitney,200 block of FM 1534,1,0,N/A
799257,3/21/2017,Kentucky,Mount Olivet,4214 Pinhook Road,1,0,N/A
798770,3/20/2017,Arizona,Phoenix,3428 W Rosewood Ave,1,0,N/A
799720,3/19/2017,South Dakota,Charles Mix (county),N/A,1,0,N/A
797012,3/18/2017,New Jersey,Newark,878 S 19th St,1,0,N/A
794578,3/14/2017,Missouri,Saint Louis,3300 block of Michigan Ave,1,0,N/A
792908,3/12/2017,Pennsylvania,Pittsburgh (Mount Washington),714 Southern Ave,1,0,N/A
784770,2/27/2017,Arkansas,Beebe,South Cypress Street,1,0,N/A
773537,2/13/2017,Missouri,Saint Louis (Jennings),Minnie Ave,1,0,N/A
768791,2/6/2017,Georgia,Fort Valley,1103 E Church St,1,0,N/A
767420,2/4/2017,Florida,Jacksonville,700 N Lincoln St,1,1,N/A
766984,2/3/2017,Massachusetts,Dudley,N/A,1,0,N/A
766483,2/2/2017,Idaho,Peck,22400 block of Big Canyon Road,1,0,N/A
766304,2/2/2017,South Carolina,Myrtle Beach,Afton Court,1,0,N/A
765675,2/1/2017,New Mexico,Carlsbad,900 block of Lamont Street,1,0,N/A
757042,1/20/2017,Florida,Auburndale,100 block of Lakeside Hills Loop,1,0,N/A
750092,1/13/2017,Missouri,Carthage,1054 James Street,1,0,N/A
749058,1/11/2017,California,Chowchilla,205 Alameda Avenue,1,0,N/A
745768,1/8/2017,Tennessee,Cedar Hill,6110 Smith Road,1,0,N/A
744789,1/6/2017,Tennessee,Jackson,220 Vann Dr,1,0,N/A
741697,1/3/2017,North Carolina,Pinetown,334 Main Street,1,0,N/A
739459,1/1/2017,Alabama,Athens,16931 Buckskin Drive,1,0,N/A
738903,12/31/2016,Indiana,Indianapolis,4006 Newburgh Dr,1,0,N/A
755970,12/31/2016,New Jersey,Stratford,Union Ave,1,0,N/A
739234,12/30/2016,Mississippi,Meridian,803 29th St,1,0,N/A
735148,12/26/2016,South Carolina,Andrews,1358 Mount Pleasant Dr,1,0,N/A
733417,12/24/2016,Louisiana,Plaquemine,N/A,1,0,N/A
732260,12/23/2016,Ohio,Cleveland,3811 Library Avenue,1,0,N/A
731281,12/21/2016,Arkansas,Little Rock,2510 Romine Road,1,0,N/A
730788,12/21/2016,Ohio,Columbus,2700 block of Noe Bixby,1,0,N/A
722662,12/9/2016,Florida,Pensacola,2200 block of Brookpark Road,1,0,N/A
720656,12/6/2016,Georgia,Mableton,6660 Mableton Pkwy SE,1,0,N/A
718272,12/4/2016,Ohio,Toledo,2400 block of Seaman Street,1,0,N/A
708516,11/23/2016,West Virginia,Troy,Highway 47 West,1,0,N/A
707836,11/13/2016,Colorado,Park (county),N/A,1,0,N/A
699346,11/13/2016,Michigan,Ypsilanti,212 Stevens Drive,1,0,N/A
699070,11/12/2016,Colorado,Grand Junction (Fruitvale),3060 Sandpiper Avenue,1,0,N/A
693186,11/4/2016,Kansas,Kansas City,7569 State Avenue,1,0,N/A
688311,10/29/2016,Ohio,Toledo,123 Rockingham Street,1,0,N/A
686371,10/27/2016,Missouri,Kansas City,18th and Topping,1,0,N/A
680890,10/20/2016,California,Stockton,8926 Ledgewood Avenue,1,0,N/A
674971,10/13/2016,Illinois,Waukegan,1100 block of Greenfield Avenue,1,0,N/A
667264,10/1/2016,Georgia,Mcdonough,961 King Mill Road,1,0,N/A
666897,9/30/2016,Wisconsin,Milwaukee,2100 block of North 15th Street,1,0,N/A
664945,9/28/2016,Arizona,Avondale,525 E Harrison Dr,1,0,N/A
658161,9/18/2016,Florida,West Palm Beach,1200 block of W 32nd St,1,0,N/A
657926,9/18/2016,Florida,Tampa,6727 S. Lois Ave.,1,0,N/A
653299,9/12/2016,Pennsylvania,Quakertown,2100 block of Kumry Road,1,0,N/A
653183,9/11/2016,Kentucky,Louisville,1600 block of Brashear Drive,1,0,N/A
645796,9/1/2016,South Carolina,Columbia,228 Meredith Square,1,2,N/A
640740,8/28/2016,Kentucky,Louisville,3015 Penway Ave,1,0,N/A
638622,8/25/2016,Tennessee,Parrottsville,1496 Shenandoah Way,1,0,N/A
633039,8/18/2016,Montana,Belgrade,1005 Cardinal Dr,1,0,N/A
631060,8/15/2016,Mississippi,Byhalia,95 Rebecca Drive,1,0,N/A
631695,8/14/2016,Iowa,Garner,2194 Sioux Ave,1,0,N/A
629096,8/13/2016,Virginia,Danville,800 block of Edmonds Street,1,0,N/A
624733,8/8/2016,Tennessee,Hendersonville,118 Shady View Drive,1,0,N/A
624874,8/6/2016,Idaho,Weiser,Macomb Road,1,0,N/A
619891,8/2/2016,South Carolina,Coward,4312 Circle Drive,1,1,N/A
620217,8/2/2016,Louisiana,Marrero,2000 block of Fernando Court,1,0,N/A
618297,7/31/2016,Alabama,Birmingham (Homewood),1301 Lakeshore Dr.,1,0,N/A
618188,7/31/2016,Texas,Houston,300 block of De Haven St,1,0,N/A
613826,7/26/2016,Texas,Houston,9700 block of Shady Tree Ln,1,0,N/A
609669,7/20/2016,Georgia,Jones (county),113 Horseshoe Bend Court,1,0,N/A
606175,7/18/2016,South Carolina,Gaston,2400 block of Glenn Road,1,0,N/A
604190,7/16/2016,Ohio,Cincinnati,6200 block of Chandler Street,1,0,N/A
603807,7/15/2016,Florida,Port Orange,829 Hudson Lane,1,0,N/A
603424,7/14/2016,Alabama,Leighton,1500 block of Hwy 157,1,0,N/A
603253,7/14/2016,Colorado,Steamboat Springs,N/A,1,0,N/A
601037,7/11/2016,Texas,Marion (county),Monica Drive,1,0,N/A
598141,7/8/2016,Michigan,Alma,Penrith Avenue,1,0,N/A
596221,7/3/2016,Kentucky,Lowmansville,July Drive,1,0,N/A
596989,7/2/2016,California,Lemoore,800 block of Dogwood Avenue,1,0,N/A
