Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
1677904,5/10/2020,South Carolina,Orangeburg,1300 block of Whitman St,1,0,N/A
1677038,5/10/2020,North Carolina,Hickory,1665 1st Ave SW,2,0,N/A
1676877,5/10/2020,Indiana,Richmond,300 block of Lincoln St,1,1,N/A
1677812,5/9/2020,Florida,Miami,SW 179th St and 105th Ave,1,0,N/A
1676223,5/9/2020,Georgia,Griffin,608 Hammock St,1,0,N/A
1677427,5/9/2020,Missouri,O Fallon,400 block of Mar-Ton Estates Dr,1,0,N/A
1674556,5/7/2020,Illinois,Chicago,3900 block of W 83rd St,1,0,N/A
1674833,5/7/2020,District of Columbia,Washington,4400 block of Quarles St NE,1,0,N/A
1673858,5/6/2020,Indiana,Gary,3200 block of E 12th Ave,1,0,N/A
1674958,5/6/2020,Colorado,Colorado Springs,6000 block of Cache Dr,1,0,N/A
1673392,5/6/2020,Texas,Houston,4 Maxey Rd,1,1,N/A
1673633,5/6/2020,Georgia,Albany,1900 block of Meadow Dr,1,3,N/A
1673590,5/5/2020,Florida,Sanford,Garrison Dr,1,0,N/A
1672176,5/4/2020,Kentucky,Louisville,3900 block of Alford Ave,1,0,N/A
1675888,5/4/2020,Texas,Lubbock,2600 block of E Baylor St,1,0,N/A
1671644,5/3/2020,Colorado,Greeley,1800 block of 11th Ave,2,0,N/A
1671217,5/3/2020,Indiana,Indianapolis,6000 East 38th St,1,0,N/A
1671459,5/3/2020,Texas,San Antonio,4300 Fredericksburg Rd,1,0,N/A
1672435,5/3/2020,Pennsylvania,Chester,400 block of E 20th St,1,0,N/A
1671069,5/2/2020,New Mexico,Albuquerque,400 block of General Somerville St NE,1,0,N/A
1671464,5/2/2020,Texas,Houston,9118 Shagbark Dr,1,0,N/A
1670516,5/1/2020,Mississippi,Natchez,Graves Ave,2,0,N/A
1670955,5/1/2020,Illinois,Chicago,S Homan Ave,1,0,N/A
1668495,4/29/2020,Kentucky,Louisville,7600 block of 3rd Street Rd,1,0,N/A
1668015,4/28/2020,Virginia,Petersburg,1700 block of Buckner St,1,0,N/A
1668508,4/28/2020,Delaware,Wilmington,100 block of Ashton St,1,0,N/A
1669698,4/28/2020,Oregon,Sweet Home,1530 Tamarack St,4,0,N/A
1668922,4/27/2020,Texas,Amarillo,5500 block of Everett Ave,1,0,N/A
1666945,4/27/2020,Wisconsin,Milwaukee,2800 block of N 12th St,5,0,N/A
1666856,4/26/2020,Florida,Orlando,5224 Long Rd,1,0,N/A
1666862,4/26/2020,Florida,Orlando,5828 Hazeltine National Dr,1,0,N/A
1666199,4/24/2020,Texas,Houston,10615 Meadowglen Ln,1,0,N/A
1665366,4/24/2020,Texas,Lubbock,100 block of Avenue M,1,1,N/A
1664944,4/24/2020,North Carolina,Charlotte,2700 block of Catalina Ave,1,0,N/A
1666255,4/24/2020,Ohio,Cleveland,Louise Harris Dr and Unwin Rd,1,1,N/A
1667552,4/24/2020,Texas,Irving,700 block of S Story Rd,1,0,N/A
1664813,4/23/2020,Texas,San Antonio,Argonne Dr and Whispering Creek Dr,1,0,N/A
1664898,4/23/2020,Virginia,Richmond,2100 block of Redd St,1,0,N/A
1664441,4/23/2020,Colorado,Denver,14500 block of E 51st Pl,1,1,N/A
1664667,4/23/2020,Illinois,Decatur,1400 block of E William St,1,0,N/A
1664437,4/23/2020,Virginia,Richmond,2000 block of R St,1,0,N/A
1664861,4/23/2020,Kentucky,Louisville,Hikes Ln and Downing Way,1,1,N/A
1664853,4/23/2020,Ohio,Columbus,826 Wedgewood Dr,1,0,N/A
1664554,4/23/2020,Pennsylvania,Philadelphia,6400 block of Dicks Ave,1,0,N/A
1664439,4/22/2020,Texas,Houston,10100 Leawood Blvd,1,0,N/A
1663996,4/22/2020,South Carolina,Walterboro,Francis St,1,1,N/A
1663799,4/22/2020,Iowa,Cedar Rapids,200 block of 15th St NW,1,0,N/A
1663871,4/22/2020,Texas,Terrell,400 block of Greenwood St,1,0,N/A
1664071,4/22/2020,New Mexico,Albuquerque,Central Ave SW and Unser Blvd,1,1,N/A
1664279,4/22/2020,Georgia,Atlanta,1700 block of Lisbon Dr,1,0,N/A
1663545,4/21/2020,California,Vallejo,1800 block of Vervais Ave,3,0,N/A
1664067,4/21/2020,Kentucky,Louisville,Nanz Ave and Wiltshire Ave,1,0,N/A
1663419,4/21/2020,Kentucky,Lexington,Woodhill Dr and Hedgewood Ct,1,0,N/A
1662919,4/20/2020,Texas,San Antonio,8200 block of Broadway St,1,0,N/A
1662364,4/19/2020,Arizona,Phoenix,S 24th St and E Southern Ave,1,0,N/A
1661503,4/18/2020,Alabama,Montgomery,200 block of E Woodland Dr,1,0,N/A
1662465,4/18/2020,South Carolina,North Charleston,Lakewood St,1,1,N/A
1661686,4/18/2020,South Carolina,North Charleston,8465 Patriot Blvd,1,0,N/A
1661516,4/17/2020,California,Sacramento,Somerset Dr and Todhunter Ave,1,1,N/A
1661576,4/16/2020,New Jersey,Newark,300 block of 14th Ave,1,0,N/A
1659405,4/15/2020,Massachusetts,Boston,Topliff St and Speedwell St,1,0,N/A
1659480,4/15/2020,North Carolina,Shannon,10900 block of Rennert Rd,1,0,N/A
1659620,4/15/2020,California,Lemon Grove,7472 Central Ave,2,1,N/A
1658918,4/14/2020,Texas,Houston,10100 Emnora Ln,1,1,N/A
1658875,4/14/2020,Kentucky,Louisville,W Muhammad Ali Blvd and S 16th St,1,0,N/A
1658915,4/14/2020,Illinois,Chicago,2800 block of S Keeler Ave,1,0,N/A
1658539,4/14/2020,Indiana,Indianapolis,4000 block of N Wittfield St,1,2,N/A
1658888,4/14/2020,Illinois,Chicago,3659 S Marshfield Ave,1,0,N/A
1657869,4/13/2020,Colorado,Wheat Ridge,Chase St and 33rd Ave,1,0,N/A
1657173,4/11/2020,Colorado,Denver,1600 block of S Tennyson St,2,1,N/A
1657340,4/11/2020,Florida,Bradenton,5916 13th St Ct E,1,1,N/A
1657382,4/11/2020,Illinois,Urbana,1309 S Philo Rd,1,0,N/A
1657126,4/10/2020,California,Oakdale,Kimball St and River Ave,2,0,N/A
1657153,4/10/2020,Texas,Odessa,920 W University Blvd,1,0,N/A
1656691,4/10/2020,Ohio,Columbus,3600 block of Homestead Dr,1,1,N/A
1656234,4/10/2020,Florida,Spring Hill,9474 Dunkirk Rd,3,0,N/A
1656858,4/10/2020,South Carolina,Spartanburg,Gowan St,1,0,N/A
1656625,4/10/2020,Texas,Houston,5400 block of Harrisburg Blvd,1,0,N/A
1656163,4/9/2020,Tennessee,Nashville,Whites Creek Pike and Green Ln,1,0,N/A
1656188,4/9/2020,Georgia,Macon,1600 block of Winston Dr,1,1,N/A
1655803,4/9/2020,Louisiana,New Orleans (Algiers),1400 block of Lauradale Dr,1,0,N/A
1655007,4/8/2020,Illinois,Chicago,700 block of S Kilbourn Ave,1,0,N/A
1655284,4/8/2020,South Carolina,Columbia,Monticello Rd and Columbia College Dr,1,0,N/A
1654688,4/7/2020,California,Merced,Martin Luther King Way and W 19th St,1,0,N/A
1654626,4/7/2020,North Carolina,Charlotte,6400 block of Heatherbrook Ave,1,0,N/A
1653795,4/7/2020,Delaware,Wilmington,200 block of N Madison St,1,0,N/A
1654296,4/6/2020,California,Menifee,31305 Sherman Rd,4,0,N/A
1652623,4/5/2020,New York,Mount Vernon,42 W Fourth St,3,0,N/A
1653272,4/5/2020,Florida,Haines City,2355 Hadley Way,4,0,N/A
1652753,4/4/2020,California,Cathedral City,Mccallum Way and Avenida Juarez,1,0,N/A
1652136,4/4/2020,Texas,Orange,610 Burton Ave,1,0,N/A
1652073,4/4/2020,Texas,Lubbock,2107 49th St,2,2,N/A
1653599,4/3/2020,Arkansas,Mountain Home,158 Panther Heights Dr,1,0,N/A
1654339,4/3/2020,Nebraska,Gothenburg,1000 block of Jefferson St,1,0,N/A
1651085,4/2/2020,Texas,Tyler,4800 block of Holiday Hills Rd,1,0,N/A
1651126,4/2/2020,North Carolina,Charlotte,1126 Morningside Dr,1,0,N/A
1651082,4/2/2020,Texas,Georgetown,1010 Tiffany Ln,2,1,N/A
1650193,4/1/2020,Missouri,Saint Louis,4500 block of Ridgewood Ave,1,0,N/A
1650592,4/1/2020,Georgia,Helena (McRae-Helena),Collins St,1,0,N/A
1651180,4/1/2020,New Jersey,Jersey City,Martin Luther King Dr and Forrest St,1,1,N/A
1651479,4/1/2020,New Mexico,Carlsbad,US-285,1,0,N/A
1651860,4/1/2020,Nevada,Reno,10000 block of Canyon Country Ct,4,0,N/A
1649527,4/1/2020,Texas,Texarkana,Meadowbrook Ln and Westlawn Dr,1,0,N/A
1649488,3/31/2020,Kentucky,Louisville,700 block of Coke St,1,1,N/A
1648472,3/30/2020,Alabama,Bessemer,500 block of 29th St N,1,0,N/A
1651761,3/30/2020,Texas,Laredo,4000 block of Totem Pole St,1,0,N/A
1648238,3/30/2020,Texas,San Antonio,400 block of Aransas Ave,1,1,N/A
1648689,3/30/2020,Ohio,Cleveland,4419 Woodland Ave,1,0,N/A
1647916,3/29/2020,Indiana,Indianapolis,2600 block of Emerson Ave,2,1,N/A
1647920,3/29/2020,South Carolina,Lancaster,1007 Kirk Air Base Rd,1,0,N/A
1647482,3/28/2020,Illinois,Chicago,2100 block of W Maypole Ave,1,0,N/A
1646915,3/27/2020,Kentucky,Louisville,900 block of Algonquin Pkwy,1,0,N/A
1647276,3/27/2020,Nevada,Las Vegas,3976 Chasing Heart Way,3,0,N/A
1645873,3/26/2020,Illinois,Rockford,1000 block of Hess Ct,1,0,N/A
1645877,3/25/2020,California,Santa Ana,1825 Civic Center Dr,1,0,N/A
1645438,3/24/2020,Missouri,Saint Louis,5400 block of S Compton Ave,1,0,N/A
1644361,3/23/2020,Maryland,Baltimore,3900 block of Ridgewood Ave,1,0,N/A
1644054,3/21/2020,North Carolina,Hope Mills,Ajax Dr and Tower Dr,2,1,N/A
1643467,3/21/2020,South Carolina,Pageland,Pearl St,1,0,N/A
1643616,3/21/2020,Texas,Taylor,County Line Rd,1,0,N/A
1643259,3/20/2020,Louisiana,Baton Rouge,Bles Ave and Perkins Rd,1,0,N/A
1642463,3/19/2020,Virginia,Richmond,3000 block of Nine Mile Rd,1,1,N/A
1642768,3/19/2020,New Mexico,Albuquerque,300 Rhode Island St NE,1,0,N/A
1642671,3/19/2020,Florida,Jacksonville,4700 block of Portsmouth Ave,1,1,N/A
1642470,3/19/2020,Virginia,Newport News,1300 block of Roanoke Ave,1,2,N/A
1642455,3/18/2020,Virginia,Woodbridge,1600 block of Florida Ave,1,0,N/A
1641895,3/18/2020,Missouri,Saint Louis (Northwoods),6700 block of Charlie Dooley Dr,1,0,N/A
1642031,3/18/2020,Illinois,Chicago,Cortez St,1,0,N/A
1650029,3/16/2020,Illinois,Rockford,1000 block of Hess Ct,1,0,N/A
1642381,3/16/2020,Florida,Deerfield Beach,1335 S Dixie Hwy,1,0,N/A
1640969,3/16/2020,Illinois,Chicago,2000 block of W Farragut Ave,1,0,N/A
1640434,3/15/2020,Florida,Apopka,277 E Main St,1,0,N/A
1639651,3/14/2020,Utah,Ogden,325 9th St,1,0,N/A
1639554,3/14/2020,Georgia,Milledgeville,300 E Hancock St,1,1,N/A
1639849,3/14/2020,Florida,Jacksonville,10500 Block of Tulsa Rd,1,1,N/A
1639160,3/13/2020,Tennessee,Clarksville,3300 block of Dresden Way,1,0,N/A
1639627,3/13/2020,Tennessee,Nashville,3525 Brookway Dr,1,0,N/A
1639838,3/12/2020,California,Imperial,N/A,1,0,N/A
1638587,3/12/2020,Florida,Orlando,3572 Aristotle Ave,1,0,N/A
1639061,3/12/2020,Connecticut,Hartford,59 Lenox St,1,0,N/A
1645261,3/12/2020,Nebraska,Omaha,N 37th St and Ellison Ave,1,0,N/A
1638493,3/11/2020,California,Stockton,5308 Pacific Ave,1,1,N/A
1638844,3/11/2020,Texas,San Antonio,11500 block of Sangria,1,0,N/A
1638185,3/11/2020,Louisiana,Baton Rouge,11000 block of Old Hammond Hwy,1,0,N/A
1637520,3/10/2020,Pennsylvania,Chester,200 block of Broomall Street,2,2,N/A
1637594,3/10/2020,Texas,Dallas,16060 Dallas Pkwy,4,0,N/A
1638188,3/10/2020,North Carolina,Winston Salem (Winston-salem),620 Anson St,1,0,N/A
1636833,3/9/2020,Arizona,Phoenix (Laveen Village),6813 S 43rd Dr,1,0,N/A
1638553,3/9/2020,Ohio,Cleveland,Effie Avenue and Cardwell Road,1,0,N/A
1635796,3/8/2020,Maryland,Rosedale,6255 Kenwood Ave,1,5,N/A
1636121,3/8/2020,Texas,Houston,9202 Sabastian Dr,4,0,N/A
1635576,3/7/2020,Kentucky,Louisville,4100 block of W Broadway,1,0,N/A
1636988,3/6/2020,California,Palo Alto (East Palo Alto),1100 block of Gaillardia Way,1,0,N/A
1635031,3/6/2020,Ohio,Pemberville,300 block of Perry St,2,0,N/A
1634779,3/5/2020,South Carolina,Mountain Rest,Trillium Dr,1,0,N/A
1633827,3/4/2020,California,Rialto,200 block of E Randall Ave,1,2,N/A
1634308,3/4/2020,Nevada,Reno,10455 Canyon Country Court,4,0,N/A
1633368,3/3/2020,Arizona,Phoenix,7611 W Thomas Rd,1,0,N/A
1633332,3/2/2020,Pennsylvania,Chester,2600 block of McCarey Street,1,1,N/A
1632010,3/1/2020,District of Columbia,Washington,600 block of S St NW,1,1,N/A
1631919,3/1/2020,Virginia,Portsmouth,1000 block of Cherokee Rd,1,1,N/A
1631568,2/29/2020,Mississippi,Biloxi,200 block of Nixon St,1,0,N/A
1631040,2/29/2020,Missouri,Kansas City,510 Westport Rd,1,4,N/A
1631308,2/28/2020,Minnesota,Savage,14333 State Hwy 13,1,0,N/A
1630676,2/27/2020,Missouri,Hazelwood,7400 block of Sieloff Dr,1,0,N/A
1630717,2/27/2020,Georgia,Atlanta,1000 block of Redford Dr,1,1,N/A
1630175,2/26/2020,Texas,Joaquin,N/A,1,0,N/A
1629144,2/25/2020,Georgia,Atlanta (East Point),W Cleveland Ave and Main St,2,1,N/A
1629343,2/25/2020,Texas,Georgetown,700 block of Garden Meadow Dr,1,2,N/A
1629682,2/25/2020,Pennsylvania,Altoona,100 block of 4th Ave,1,0,N/A
1628572,2/24/2020,Mississippi,Biloxi,2000 block of Rustwood Dr,1,0,N/A
1628569,2/24/2020,Texas,Fort Worth,1500 block of E Mulkey St,1,0,N/A
1628669,2/24/2020,Florida,Jacksonville,N/A,1,0,N/A
1627628,2/23/2020,California,Stockton,Rose St and Queen Ave,1,0,N/A
1628321,2/23/2020,Texas,Rowlett,5400 block of Luna Dr,1,0,N/A
1628189,2/23/2020,Louisiana,Baton Rouge,3300 block of O'Neal Ln,1,1,N/A
1627699,2/23/2020,Tennessee,Memphis,7000 block of Kings Crown Dr,1,0,N/A
1627563,2/23/2020,Texas,San Antonio,1502 Saltillo St,1,2,N/A
1626780,2/22/2020,District of Columbia,Washington,6000 block of 13th St NW,2,1,N/A
1627117,2/22/2020,Illinois,Chicago,1300 E 78th St,1,0,N/A
1626282,2/21/2020,Michigan,Saginaw,1500 block of Annesley St,1,0,N/A
1626688,2/21/2020,Michigan,Jackson,500 block of Orange St,1,0,N/A
1626233,2/21/2020,Virginia,Norfolk,600 block of E Moreell Cir,1,0,N/A
1628127,2/20/2020,Indiana,Monroe,S 350 E and E 500 S,1,0,N/A
1625467,2/20/2020,Florida,Orlando,2038 Corner Glen Dr,3,0,N/A
1625683,2/20/2020,Ohio,Columbus,888 E Dublin Granville Rd,1,0,N/A
1625380,2/19/2020,Indiana,Fort Wayne,2800 block of Euclid Ave,1,0,N/A
1625240,2/19/2020,Florida,Wimauma,500 block of 9th St,1,0,N/A
1624778,2/18/2020,Texas,Channelview,1200 block of Baja Vista Way,1,0,N/A
1624351,2/18/2020,Maryland,Bryans Road (Bryans Rd),3117 Warehouse Landing Rd,1,0,N/A
1624698,2/18/2020,California,Eureka,2200 block of Union St,1,0,N/A
1624406,2/18/2020,Arizona,Phoenix,W Fairmont Ave,1,0,N/A
1624724,2/18/2020,Ohio,Columbus,2514 Mallards Landing,1,0,N/A
1623466,2/17/2020,Ohio,Columbus,595 S Warren Ave,1,0,N/A
1623353,2/16/2020,Virginia,Waynesboro,1000 block of Kiddsville Rd,1,0,N/A
1623118,2/16/2020,Virginia,Norfolk,1500 block of Aspin St,2,1,N/A
1623097,2/16/2020,Kentucky,Dunmor,Hunt Rd,1,0,N/A
1622663,2/16/2020,Ohio,Dayton,2400 block of Catalpa Dr,1,1,N/A
1623577,2/16/2020,Alaska,Anchorage,5th Ave and Reeve Blvd,1,1,N/A
1622648,2/15/2020,North Carolina,Grimesland,4700 Block of Aerial Dr,1,0,N/A
1622475,2/15/2020,Delaware,Wilmington (Newport),102 Bennett Ct,1,0,N/A
1622087,2/14/2020,North Carolina,Dunn,1723 W Cumberland St,1,0,N/A
1622029,2/14/2020,California,Pacoima (Arleta),13400 block of Rangoon St,1,2,N/A
1621071,2/13/2020,Texas,Corpus Christi,23300 block of Carolyn Dr,1,0,N/A
1621605,2/13/2020,Colorado,Arvada,8100 block of Chase Dr,1,0,N/A
1622645,2/13/2020,North Carolina,Raleigh,5400 block of Duckling Way,1,0,N/A
1620803,2/12/2020,North Carolina,Raleigh,Rogers Farm Dr and Rogers Ln,1,0,N/A
1620311,2/12/2020,Nebraska,Omaha,1405 N 35th St,1,0,N/A
1619929,2/11/2020,Georgia,Grantville,1500 Block of Bethlehem Church Rd,1,0,N/A
1619524,2/10/2020,Kentucky,Lexington,1300 block of Nancy Hanks Rd,1,0,N/A
1618802,2/10/2020,Texas,Azle,1513 Red Oak Cir,3,0,N/A
1617486,2/9/2020,Missouri,Saint Louis (Glasgow Village),10266 Valley Dr,1,1,N/A
1619553,2/9/2020,Louisiana,Chalmette,70 block of Thornton Dr,1,0,N/A
1617726,2/9/2020,Kentucky,Louisville,South 5th St and Compton St,1,0,N/A
1618213,2/9/2020,Alabama,Bessemer,4600 block of Little Dr,1,0,N/A
1618358,2/9/2020,Florida,Ponte Vedra Beach,Solano Cay Circle,2,0,N/A
1617591,2/8/2020,Texas,New Braunfels,600 block of Sumner Cir,1,0,N/A
1617548,2/8/2020,Georgia,Savannah,W. 60th St and Montgomery St,1,2,N/A
1617648,2/8/2020,Louisiana,Baton Rouge,10000 block of The Grove Ave,1,0,N/A
1617104,2/7/2020,Illinois,Joliet,200 block of Republic Ave,1,0,N/A
1616980,2/7/2020,North Carolina,Monroe,327 Holton Dr,1,0,N/A
1616894,2/7/2020,Georgia,Augusta,3000 Block of Abelia Dr,1,0,N/A
1615821,2/6/2020,Texas,Arlington,900 block of Benge Dr,1,0,N/A
1615540,2/6/2020,California,Bell Gardens,Jaboneria Rd and Eastern Ave,1,0,N/A
1614629,2/5/2020,New Hampshire,Concord,450 N State St,1,0,N/A
1615421,2/5/2020,Missouri,Columbia,1400 block of Doris Dr,1,0,N/A
1614396,2/4/2020,Oklahoma,Tulsa,444 S Mingo Rd,1,0,N/A
1612545,2/2/2020,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,1,0,N/A
1613427,2/2/2020,South Carolina,Myrtle Beach,500 block of 65th Ave N,1,0,N/A
1612485,2/2/2020,Illinois,Chicago,5600 block of S Marshfield Ave,1,0,N/A
1611362,2/1/2020,Ohio,Ravenna,700 block of Woodgate Blvd,1,0,N/A
1611072,2/1/2020,Florida,West Palm Beach,163 W 20th St,2,1,N/A
1612699,2/1/2020,Ohio,Hinckley,River Rd,1,0,N/A
1611602,2/1/2020,Louisiana,Spearsville,508 Jack Beaird Rd,4,0,N/A
1610610,1/31/2020,Kentucky,Louisville,5500 block of Yucca Ln,1,0,N/A
1612356,1/31/2020,Iowa,Mapleton,N/A,1,0,N/A
1611592,1/31/2020,California,Antioch,4700 Lone Tree Way,1,0,N/A
1610510,1/31/2020,Oklahoma,Enid,1602 E Park Ave,1,0,N/A
1609612,1/30/2020,Ohio,Columbus,3307 E Broad St,1,0,N/A
1610443,1/30/2020,Illinois,Carrollton,SW 75th Ave,1,0,N/A
1611090,1/30/2020,Iowa,Des Moines,619 E Hackley Ave,3,0,N/A
1610063,1/30/2020,North Carolina,Burlington,100 Block of E Holt St,1,1,N/A
1608815,1/28/2020,Alabama,Phenix City,600 block of Lee Rd 307,1,1,N/A
1607954,1/28/2020,Texas,Houston,7300 block of Lindencrest St,1,0,N/A
1609842,1/28/2020,Mississippi,Tupelo,Meadow Dr,1,1,N/A
1607561,1/27/2020,South Carolina,Summerville,Boone Hill Rd and Barshay Dr,1,0,N/A
1607388,1/27/2020,Louisiana,Alexandria,Carr St and Bogan St,1,0,N/A
1605978,1/26/2020,Ohio,Pataskala,50 block of Granville St,1,0,N/A
1607434,1/26/2020,North Dakota,Northwood,200 block of Lander Ave,1,0,N/A
1606698,1/25/2020,California,Los Angeles,700 Exposition Park Dr,1,0,N/A
1604518,1/23/2020,Florida,Orlando,2000 Block of Americana Blvd,1,0,N/A
1604687,1/23/2020,Texas,Waxahachie,800 block of E Main St,1,0,N/A
1604228,1/22/2020,Texas,Longview,1200 block of Scenic Dr,1,0,N/A
1604325,1/22/2020,Texas,El Paso (Socorro),11500 block of Villa Del Mar Dr,1,0,N/A
1604045,1/22/2020,Colorado,Denver,2600 block of W Mexico Ave,1,0,N/A
1602241,1/20/2020,North Carolina,Wadesboro,N/A,1,1,N/A
1601841,1/20/2020,Tennessee,Memphis,6872 Kirby Mills Cove,2,0,N/A
1600073,1/18/2020,Missouri,Saint Louis,8300 block of N Broadway,1,0,N/A
1602098,1/18/2020,Georgia,Columbus,800 block of 32nd Ave,1,0,N/A
1599875,1/18/2020,Louisiana,Lafayette,100 block of N Meyers Dr,1,0,N/A
1599467,1/17/2020,Louisiana,Jeanerette,Martin Luther King Dr and Guiberteau St,1,0,N/A
1599331,1/17/2020,Utah,Grantsville,93 Eastmoor Dr,4,1,N/A
1599798,1/17/2020,Florida,Miami,2020 NW 63rd St,1,0,N/A
1600521,1/17/2020,Georgia,Columbus,6600 block of Dorsey Dr,1,0,N/A
1599519,1/17/2020,Illinois,Chicago,6700 block of S Parnell Ave,1,0,N/A
1598980,1/17/2020,Texas,San Antonio,5907 Eckhert Rd,1,0,N/A
1599455,1/16/2020,Arkansas,Crossett,Ashley Rd 16,1,0,N/A
1598399,1/16/2020,South Carolina,Anderson,100 block of Farmer Street,1,0,N/A
1597386,1/15/2020,California,Coalinga,CA-145 and S Colusa Ave,1,1,N/A
1595444,1/13/2020,North Carolina,Elizabeth City,400 block of W Grice St,1,0,N/A
1595547,1/13/2020,California,Oakland,1400 block of 48th Ave,1,0,N/A
1595499,1/12/2020,Texas,Fort Worth,5700 block of E Rosedale St,1,0,N/A
1595254,1/12/2020,Nevada,Reno,3600 block of S Virginia St,1,1,N/A
1595513,1/12/2020,Illinois,Chicago Heights,400 block of W 16th St,1,0,N/A
1594777,1/11/2020,Texas,Desoto,500 block of E Belt Line Rd,1,1,N/A
1593643,1/11/2020,Pennsylvania,Philadelphia,3100 block of N Rosewood St,1,0,N/A
1595208,1/11/2020,Georgia,Lithonia,3076 Fields Dr,1,1,N/A
1593742,1/10/2020,California,Bakersfield,Buena Vista Blvd and Fairfax Rd,3,0,N/A
1593559,1/10/2020,Illinois,Chicago,7200 block of S Aberdeen St,1,0,N/A
1592993,1/9/2020,Texas,Colleyville,100 block of Valley View Dr N,1,0,N/A
1591743,1/8/2020,Missouri,Kansas City,6800 block of Monroe Ave,1,0,N/A
1591583,1/7/2020,North Carolina,Fayetteville,1900 block of Tryon Dr,1,2,N/A
1590541,1/6/2020,California,Los Angeles,5700 block of Fayette St,1,0,N/A
1590434,1/6/2020,Delaware,Dover,Paul St and Davis Cir,1,0,N/A
1589178,1/5/2020,Illinois,Chicago,10000 block of S Ave M,2,2,N/A
1588905,1/5/2020,Florida,Tampa,1200 block of Citrus Falls Cir,1,1,N/A
1589462,1/5/2020,Florida,Jacksonville,Moncrief Rd and 45th St W,1,1,N/A
1588882,1/4/2020,California,West Sacramento,Linden Rd,1,0,N/A
1588382,1/4/2020,Indiana,Fort Wayne,3725 W Ferguson Rd,1,0,N/A
1588295,1/4/2020,Indiana,Indianapolis,3100 block of Priscilla Ave,1,0,N/A
1588027,1/3/2020,Florida,Miami,NW 64th St and 18th Ave,1,0,N/A
1587939,1/3/2020,Texas,Belton,1610 S Wall St,1,0,N/A
1587494,1/2/2020,Indiana,Kokomo,N/A,1,0,N/A
1604387,1/2/2020,Texas,Belton,1600 block of S Wall St,1,0,N/A
1587005,1/1/2020,Oklahoma,Locust Grove,N/A,1,0,N/A
1585696,1/1/2020,Iowa,Des Moines,1400 block of 17th St,1,0,N/A
1585798,1/1/2020,Texas,Lubbock,1928 Buddy Holly Ave,2,0,N/A
1586746,1/1/2020,Illinois,Carbondale,N/A,1,0,N/A
1585921,12/31/2019,Illinois,Normal,1700 block of Putnam Ave,1,0,N/A
1583051,12/30/2019,Georgia,Atlanta,900 block of Washington St,1,1,N/A
1583856,12/29/2019,Oklahoma,Tulsa,1111 E 60th St,1,0,N/A
1583484,12/29/2019,Illinois,East Saint Louis,5510 State St,1,0,N/A
1582040,12/28/2019,North Carolina,Concord,8361 Concord Mills Boulevard,1,2,N/A
1588130,12/28/2019,Louisiana,Kentwood,N/A,1,2,N/A
1586092,12/27/2019,Texas,Midland,S County Road 1230,1,0,N/A
